eventid,year,month,day,approxdate,extended,resolution,country,province,city,latitude,longitude,specificity,near_city,location,summary,crit1,crit2,crit3,doubted,alternative,multiple_attacks,success,suicide,attacktype1,attacktype2,attacktype3,targtype1,targsubtype1,corp1,target1,natlty1,targtype2,targsubtype2,corp2,target2,natlty2,targtype3,targsubtype3,corp3,target3,natlty3,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,lone_wolf,nperps,nperpcap,claimed,claimmode,claim2,claimmode2,claim3,claimmode3,compclaim,weaptype1,weapsubtype1,weaptype2,weapsubtype2,weaptype3,weapsubtype3,weaptype4,weapsubtype4,weapdetail,nkill,nkillus,nkillperp,nwound,nwoundus,nwoundperp,property,propextent,propextent,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,vehiclehij,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,nreleased,addnotes,scite1,scite2,scite3,intlog,intideo,intmisc,related
202012310019,2020,12,31,,1,,Burkina Faso,Sahel,Kelbo,13.864252,-1.161453,1.0,0,,"12/31/2020: Assailants attacked a Volunteers of the Defence of the Fatherland (VDP) position in Kelbo, Soum, Sahel, Burkina Faso. One VDP members was killed in the attack, and four others were reported missing. The bodies of the four members were discovered on January 3, 2021. No group claimed responsibility for the incident.",1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Armed Assault,,,Military,Paramilitary,Volunteers of the Defence of the Fatherland (VDP),Paramilitary Position,Burkina Faso,,,,,,,,,,,Unknown,,,,,,,0,-99.0,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0,,,,,-9.0,,,,,,,,,,,,,,,,"""Terrorism Digest: 3-4 Jan 21,"" BBC Monitoring, January 4, 2021.",,,-9,-9,0,
202101150009,2021,1,15,,0,,Mali,Kidal,Tessalit,20.252065,0.981526,1.0,1,,"01/15/2021: An explosive device detonated targeting a United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) logistics convoy near Tessalit, Kidal, Mali. One peacekeeper was killed and another was injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to Jamaat Nusrat al-Islam wal Muslimin (JNIM).",1,1,1,0,,0.0,1,0,Bombing/Explosion,,,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA),Convoy,International,,,,,,,,,,,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,,0,-99.0,0.0,0.0,,,,,,,Explosives,Landmine,,,,,,,A roadside landmine was used in the attack.,1.0,0.0,0.0,1.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Vehicle damaged,0.0,,,,,,,,,,,,,,,,"""Another UN peacekeeper killed in Mali, 5th in a week,"" Washington Post, January 16, 2021.","""Peacekeeper dies of injuries after mine attack in Mali: MINUSMA,"" Xinhua News Agency, January 15, 2021.","""Analysis: Al-Qaeda’s Sahel branch courts public opinion in Mali, France,"" BBC Monitoring, February 1, 2021.",0,1,1,
202101230007,2021,1,24,,0,,Mali,Mopti,Boulikessi,14.796741,-1.303556,1.0,0,,"01/24/2021: Assailants attacked a Malian security post in Boulikessi, Mopti, Mali. Five people were killed, including two assailants, and four soldiers and an unknown number of assailants were wounded in the attack. This was one of two attacks on security posts in Mopti on this day. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim extremists.",1,1,0,1,Insurgency/Guerilla Action,1.0,1,0,Armed Assault,,,Military,Military Barracks/Base/Headquarters/Checkpost,Malian Armed Forces,Post,Mali,,,,,,,,,,,Muslim extremists,,,,,,,0,-99.0,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,,,,,,,,5.0,0.0,3.0,4.0,0.0,,1,4.0,Unknown,-99.0,Material damage mentioned without specifics.,0.0,,,,,,,,,,,,,,,"Casualty information conflicts across sources. Following GTD protocol, the majority reliable estimate is reported here.","""Suspected jihadists kill three Mali soldiers - Military,"" Uganda Daily Monitor, January 24, 2021.","""Suspected Jihadists Kill Six Mali Soldiers In Twin Attacks,"" International Business Times Australia, January 24, 2021.","""Terrorism Digest: 24-25 Jan 21,"" BBC Monitoring, January 25, 2021.",-9,-9,0,"202101230007, 202101230008"
202101230008,2021,1,24,,0,,Mali,Mopti,Mondoro,14.676598,-1.95135,1.0,0,,"01/24/2021: Assailants attacked a Malian security post in Mondoro, Mopti, Mali. Three people were killed, including two assailants, and three soldiers and an unknown number of assailants were wounded in the attack. This was one of two attacks on security posts in Mopti on this day. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim extremists.",1,1,0,1,Insurgency/Guerilla Action,1.0,1,0,Armed Assault,,,Military,Military Barracks/Base/Headquarters/Checkpost,Malian Armed Forces,Post,Mali,,,,,,,,,,,Muslim extremists,,,,,,,0,-99.0,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,,,,,,,,3.0,0.0,2.0,3.0,0.0,,1,4.0,Unknown,-99.0,Material damage mentioned without specifics.,0.0,,,,,,,,,,,,,,,"Casualty information conflicts across sources. Following GTD protocol, the majority reliable estimate is reported here.","""Suspected jihadists kill three Mali soldiers - Military,"" Uganda Daily Monitor, January 24, 2021.","""Suspected Jihadists Kill Six Mali Soldiers In Twin Attacks,"" International Business Times Australia, January 24, 2021.","""Terrorism Digest: 24-25 Jan 21,"" BBC Monitoring, January 25, 2021.",-9,-9,0,"202101230007, 202101230008"
202102030011,2021,2,3,,0,,Mali,Mopti,Boni,15.079224,-2.219351,1.0,0,,"02/03/2021: Assailants opened fire on a Malian military camp in Boni, Mopti, Mali. Twenty-nine people, including nine soldiers, were killed and six soldiers were injured in the ensuing clash. Jamaat Nusrat al-Islam wal Muslimin (JNIM) claimed responsibility for the incident and stated that the attack was carried out in retaliation for a French airstrike on January 3, 2021, which the group stated hit a wedding in the village of Bounti, Mopti.",1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Armed Assault,,,Military,Military Barracks/Base/Headquarters/Checkpost,Malian Armed Forces,Camp,Mali,,,,,,,,,,,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,"Jamaat Nusrat al-Islam wal Muslimin (JNIM) claimed responsibility for the incident, and said that the attack was carried out in retaliation for a French airstrike on January 3, 2021, which the group stated hit a wedding in the village of Bounti, Mopti.",0,-99.0,0.0,1.0,"Posted to website, blog, etc.",,,,,,Firearms,Unknown Gun Type,,,,,,,,29.0,0.0,20.0,6.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,"""10 soldiers killed in terrorist attack in central Mali,"" Anadolu Agency (AA), February 4, 2021.","""Terrorism Digest: 3-4 Feb 21,"" BBC Monitoring, February 4, 2021.","""Mali: at least 9 soldiers killed in the attack on a camp in Boni, in the center,"" Teller Report, February 4, 2021.",0,0,0,
202102250007,2021,2,26,,0,,Mali,Mopti,Dialloube,15.016664,-4.230535,1.0,0,,"02/26/2021: Assailants attacked a Malian military base in Dialloube, Mopti, Mali. This was one of two simultaneous attacks targeting military bases in Bandiagara on this date. Nine soldiers were killed and nine others were injured in the attacks. Jamaat Nusrat al-Islam wal Muslimin (JNIM) claimed responsibility for the incident.",1,1,0,1,Insurgency/Guerilla Action,1.0,1,0,Armed Assault,,,Military,Military Barracks/Base/Headquarters/Checkpost,Malian Armed Forces,Base,Mali,,,,,,,,,,,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,,0,-99.0,0.0,1.0,Video,,,,,,Firearms,Unknown Gun Type,,,,,,,,5.0,0.0,0.0,5.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,Casualty numbers represent a division of the total number of those killed and wounded across incidents 202102250007 and 202102250008.,"""Several soldiers killed in central Mali attack,"" Al Jazeera, February 26, 2021.","""Nine gendarmes killed in central Mali attack,"" UrduPoint.com, February 26, 2021.","""BBCM Africa Watchlist for 1 March,"" African media, March 1, 2021.",0,0,0,"202102250007, 202102250008"
202103070018,2021,3,7,,0,,Mali,Mopti,Boni,15.079224,-2.219351,1.0,1,,"03/07/2021: Assailants attacked military forces near Boni, Mopti, Mali. In addition to four assailants, seven soldiers were wounded in the attack. No group claimed responsibility for the incident.",1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Armed Assault,,,Military,Military Unit/Patrol/Convoy,Malian Armed Forces,Unit,Mali,,,,,,,,,,,Unknown,,,,,,,0,-99.0,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,,,,,,,,4.0,0.0,4.0,11.0,0.0,4.0,0,,,,,0.0,,,,,,,,,,,,,,,,"""Terrorism Digest: 7-8 Mar 21,"" BBC Monitoring, March 8, 2021.",,,-9,-9,0,
202104020004,2021,4,2,,0,,Mali,Kidal,Aguelhoc,19.464848,0.856393,1.0,0,in Tessalit district.,"04/02/2021: Assailants equipped with mortars, firearms, and a suicide bomber in an explosives-laden vehicle attacked a United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) base in Aguelhoc, Tessalit, Kidal, Mali. At least four Chadian peacekeepers and 20 assailants were killed and 16 peacekeepers and an unknown number of assailants were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Jamaat Nusrat al-Islam wal Muslimin (JNIM).",1,1,1,0,,0.0,1,1,Bombing/Explosion,Armed Assault,,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA),Onusian Camp,International,Military,"Military Personnel (soldiers, troops, officers, forces)",Operation Barkhane,Security Forces,France,,,,,,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,,0,100.0,4.0,0.0,,,,,,,Explosives,Vehicle,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Firearms,Unknown Gun Type,,,"An explosives-laden vehicle, at least 20 rockets and mortars, and firearms were used in the attack.",24.0,0.0,20.0,16.0,0.0,,1,4.0,Unknown,-99.0,Onusian Camp damaged,0.0,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""UN says four peacekeepers killed in north Mali terrorist attack,"" Jerusalem Post, April 2, 2021.","""Four UN troops die in major attack in northern Mali,"" Bangladesh Daily Star, April 3, 2021.","""Warning Update: Crisis in Chad threatens West Africa counterterrorism efforts,"" Critical Threats, April 28, 2021.",0,1,1,
202104030031,2021,4,3,,1,,Niger,Diffa,Ngagam,13.555254,12.865601,1.0,0,,"04/03/2021: Assailants attacked on a military checkpoint in Ngagam, Diffa, Niger. This was one of two related attacks in Diffa on this date. At least four soldiers were killed and three other soldiers were injured in the attack. Another soldier was reported missing in the attack and their whereabouts are unknown. Additionally, the assailants sustained an unknown number of casualties. The Al-Barnawi faction (Islamic State West Africa Province-ISWAP) of Boko Haram claimed responsibility for the incident.",1,1,0,1,Insurgency/Guerilla Action,1.0,1,0,Armed Assault,,,Military,Military Checkpoint,Niger Armed Forces,Checkpoint,Niger,,,,,,,,,,,Boko Haram,Al-Barnawi faction (Islamic State West Africa Province-ISWAP),,,,,"The specific motive is unknown; however, sources noted that the attack occurred the day after the inauguration of President Mohamed Bazoum, who outlined the fight against terrorism as a top priority for his administration.",0,20.0,0.0,1.0,"Posted to website, blog, etc.",,,,,,Firearms,Unknown Gun Type,,,,,,,,2.0,0.0,,2.0,0.0,,0,,,,,-9.0,,,,,,,,,,,,,,,Casualty numbers represent a division of the total number of those killed and wounded across incidents 202104030031 and 202104030032.,"""Twin terrorist attack kills 4 troops in southeastern Niger,"" India Blooms, April 5, 2021.","""Boko Haram attack in Niger, casualties reported,"" Report.az, April 5, 2021.","""four soldiers killed in a double attack in the south-east of Niger,"" Press From, April 5, 2021.",1,1,0,"202104030031, 202104030032"
202104030032,2021,4,3,,1,,Niger,Diffa,Ngagam,13.555254,12.865601,1.0,0,,"04/03/2021: Assailants attacked on a military checkpoint in Ngagam, Diffa, Niger. This was one of two related attacks in Diffa on this date. At least four soldiers were killed and three other soldiers were injured in the attack. Another soldier was reported missing in the attack and their whereabouts are unknown. Additionally, the assailants sustained an unknown number of casualties. The Al-Barnawi faction (Islamic State West Africa Province-ISWAP) of Boko Haram claimed responsibility for the incident.",1,1,0,1,Insurgency/Guerilla Action,1.0,1,0,Armed Assault,,,Military,Military Checkpoint,Niger Armed Forces,Checkpoint,Niger,,,,,,,,,,,Boko Haram,Al-Barnawi faction (Islamic State West Africa Province-ISWAP),,,,,"The specific motive is unknown; however, sources noted that the attack occurred the day after the inauguration of President Mohamed Bazoum, who outlined the fight against terrorism as a top priority for his administration.",0,20.0,0.0,1.0,"Posted to website, blog, etc.",,,,,,Firearms,Unknown Gun Type,,,,,,,,2.0,0.0,,1.0,0.0,,0,,,,,-9.0,,,,,,,,,,,,,,,Casualty numbers represent a division of the total number of those killed and wounded across incidents 202104030031 and 202104030032.,"""Twin terrorist attack kills 4 troops in southeastern Niger,"" India Blooms, April 5, 2021.","""Boko Haram attack in Niger, casualties reported,"" Report.az, April 5, 2021.","""four soldiers killed in a double attack in the south-east of Niger,"" Press From, April 5, 2021.",1,1,0,"202104030031, 202104030032"
202104080017,2021,4,8,,1,,Burkina Faso,Sahel,Markoye,14.642233,0.035943,1.0,1,,"04/08/2021: Assailants attacked a transport vehicle traveling to a market in Dolbel, Niger after it left Markoye, Sahel, Burkina Faso. At least two people were killed and three other people were injured in the incident while the vehicle was set on fire. Additionally, one person was reported missing. No group claimed responsibility for the attack.",1,1,1,0,,0.0,1,0,Armed Assault,,,Transportation,Bus (excluding tourists),Unknown,Bus,Burkina Faso,,,,,,,,,,,Unknown,,,,,,,0,10.0,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,Incendiary,Arson/Fire,,,,,,2.0,0.0,0.0,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Transport vehicle damaged,-9.0,,,,,,,,,,,,,,,,"""Two killed in transport vehicle ambush in northern Burkina Faso,"" Xinhua News Agency, April 8, 2021.","""Burkina Faso: Unidentified assailants kill two and injure three in Oudalan Province April 8,"" GardaWorld, April 9, 2021.",,-9,-9,0,
202104150008,2021,4,15,04/15/2021,0,,Mali,Mopti,Boulikessi,14.796741,-1.303556,1.0,0,in Douentza district.,"04/15/2021: An explosive device detonated near G5 Sahel soldiers outside Boulikessi, Douentza, Mopti, Mali. At least two Chadian soldiers were killed and four other soldiers were injured in the blast. No group claimed responsibility for the attack; however, sources suspected the involvement of Muslim extremists.",1,1,1,0,,0.0,1,0,Bombing/Explosion,,,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",G5 Sahel Joint Force (G5S),Vehicle,International,,,,,,,,,,,Muslim extremists,,,,,,,0,-99.0,0.0,0.0,,,,,,,Explosives,Landmine,,,,,,,,2.0,0.0,0.0,4.0,0.0,0.0,1,4.0,Unknown,-99.0,Military vehicle damaged,0.0,,,,,,,,,,,,,,,,"""Terrorism Digest: 19-20 Apr 21,"" BBC Monitoring, April 20, 2021.","""Two G5 Sahel force soldiers die in Mali when a mine explodes,"" CE Noticias Financieras English, April 16, 2021.",,-9,-9,1,
202104210024,2021,4,21,,0,,Mali,Menaka,Menaka,15.914431,2.397368,1.0,1,,"04/21/2021: An explosive device detonated near European Takuba Task Force soldiers in Menaka, Mali. At least three Swedish soldiers were injured in the blast. Jamaat Nusrat al-Islam wal Muslimin (JNIM) claimed responsibility for the attack.",1,1,1,0,,0.0,1,0,Bombing/Explosion,,,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",Takuba Task Force,Vehicle,International,,,,,,,,,,,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,,0,-99.0,0.0,1.0,"Posted to website, blog, etc.",,,,,,Explosives,Landmine,,,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"""Three Swedish soldiers hurt In mali road blast,"" WADR.org, April 24, 2021.","""Terrorism Digest: 22-23 Apr 21,"" BBC Monitoring, April 23, 2021.","""Three Swedish Soldiers Injured In Mali Road Blast,"" G9IJA.com, April 22, 2021.",0,1,1,
202104250006,2021,4,25,,0,,Mali,Kidal,Tessalit,20.252065,0.981526,1.0,0,,"04/25/2021: Assailants fired a rocket targeting a base housing military and United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) forces in Tessalit, Kidal, Mali. Three MINUSMA peacekeepers were injured in the attack. Jamaat Nusrat al-Islam wal Muslimin (JNIM) claimed responsibility for the incident.",1,1,1,0,,0.0,1,0,Bombing/Explosion,,,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA),Joint Base,International,Military,Military Barracks/Base/Headquarters/Checkpost,Malian Armed Forces,Joint Base,Mali,Military,Military Barracks/Base/Headquarters/Checkpost,Operation Barkhane,Joint Base,France,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,,0,-99.0,0.0,1.0,"Posted to website, blog, etc.",,,,,,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,Rockets were used in the attack.,0.0,0.0,0.0,3.0,0.0,0.0,1,4.0,Unknown,-99.0,Military barracks damaged,0.0,,,,,,,,,,,,,,,,"""Three UN peacekeepers wounded in northern Mali attack,"" Al Jazeera, April 25, 2021.","""3 UN peacekeepers 'gravely wounded' in a rocket attack in Mali,"" Hindustan Times, April 26, 2021.","""JNIM claims attacks on French, UN, Swedish forces in Mali,"" RocketChat messaging service, May 3, 2021.",0,1,1,
202105070013,2021,5,7,,0,,Mali,Mopti,Hombori,15.28635,-1.700718,1.0,0,,"05/07/2021: An explosive device detonated targeting a military convoy in Hombori, Mopti, Mali. Three soldiers were killed and six soldiers were injured in the blast. No group claimed responsibility for the incident.",1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Bombing/Explosion,,,Military,Military Unit/Patrol/Convoy,Malian Armed Forces,Convoy,Mali,,,,,,,,,,,Unknown,,,,,,,0,-99.0,0.0,0.0,,,,,,,Explosives,Unknown Explosive Type,,,,,,,A roadside bomb was used in the attack.,3.0,0.0,0.0,6.0,0.0,0.0,1,4.0,Unknown,-99.0,Military convoy damaged,0.0,,,,,,,,,,,,,,,"Casualty number conflict across sources , Following GTD protocol, the majority reliable estimates are here.","""Improvised Bomb Kills 3 Soldiers, Injuries 5 in Central Mali - Military,"" PakistanPoint.com, May 7, 2021.","""3 Malian soldiers killed in IED attack,"" News24, May 7, 2021.","""Mine kills 16 civilians in northern Mali,"" Macau Business, May 21, 2021.",-9,-9,0,
202105080014,2021,5,8,,0,,Mali,Kidal,Tessalit,20.252065,0.981526,1.0,0,,"05/08/2021: An explosive device detonated targeting civilians near Tessalit, Kidal, Mali. Two people were killed and 15 other people were injured in the blast. No group claimed responsibility for the incident.",1,1,1,0,,0.0,1,0,Bombing/Explosion,,,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Mali,,,,,,,,,,,Unknown,,,,,,,0,-99.0,0.0,0.0,,,,,,,Explosives,Landmine,,,,,,,A roadside mine was used in the attack.,2.0,0.0,0.0,15.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Vehicle damaged,0.0,,,,,,,,,,,,,,,,"""Mine kills 16 civilians in northern Mali,"" Macau Business, May 21, 2021.","""Five people killed in two days in Mali in the explosion of artisanal mines,"" Press From, May 10, 2021.",,-9,-9,0,
202105280006,2021,5,28,,0,,Niger,Diffa,Diffa,13.31489,12.6047,1.0,0,,"05/28/2021: Assailants attacked security forces in Diffa, Niger. Eleven people, including three assailants, were killed and an unknown number of others were injured in the attack. Al-Barnawi faction (Islamic State West Africa Province-ISWAP) of Boko Haram claimed responsibility for the incident.",1,1,1,0,,0.0,1,0,Armed Assault,,,Military,"Military Personnel (soldiers, troops, officers, forces)",Niger Armed Forces,Soldiers,Niger,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Niger,,,,,,Boko Haram,Al-Barnawi faction (Islamic State West Africa Province-ISWAP),,,,,,0,-99.0,0.0,1.0,E-mail,,,,,,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Firearms,Automatic or Semi-Automatic Rifle,,,,,"Rocket launchers, mortars, and machine guns were used in the attack.",11.0,0.0,3.0,,0.0,0.0,1,4.0,Unknown,-99.0,Miscellaneous military damage,0.0,,,,,,,,,,,,,,,,"""Islamist raid in Niger leaves eight dead: Officials,"" Economic Times, May 30, 2021.","""Boko Haram militants kill 8 in southeastern Niger, says defence ministry,"" Today Online, May 30, 2021.","""Boko Haram attacks Niger city of Diffa: officials,"" UrduPoint.com, May 29, 2021.",1,1,0,
202106010021,2021,6,1,,0,,Mali,Kidal,Aguelhoc,19.464848,0.856393,1.0,0,,"06/01/2021: Assailants attacked a United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) camp in Aguelhoc, Kidal, Mali. The attack was repelled and it is unknown if it resulted in any casualties. No group claimed responsibility for the incident.",1,1,1,0,,0.0,0,0,Armed Assault,,,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA),Camp,International,,,,,,,,,,,Unknown,,,,,,,0,-99.0,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,,,,,,,,,0.0,,,0.0,,-9,,,,,0.0,,,,,,,,,,,,,,,,"""Terrorism Digest: 1-2 Jun 21,"" BBC Monitoring, June 2, 2021.",,,-9,-9,1,
202106130020,2021,6,13,,0,,Mali,Mopti,Douentza,15.007049,-2.954305,1.0,0,,"06/13/2021: An explosive device detonated targeting a United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) vehicle in Douentza, Mopti region, Mali. Eight peacekeepers were wounded in the attack. No group claimed responsibility for the incident.",1,1,1,0,,0.0,1,0,Bombing/Explosion,,,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA),Vehicle,International,,,,,,,,,,,Unknown,,,,,,,0,-99.0,0.0,0.0,,,,,,,Explosives,Landmine,,,,,,,,0.0,0.0,0.0,8.0,0.0,0.0,1,4.0,Unknown,-99.0,Military vehicle damaged,0.0,,,,,,,,,,,,,,,,"""Mali: Two soldiers killed in an attack in the north,"" AfricaNews, June 14, 2021.",,,-9,-9,1,
202106220002,2021,6,22,,0,,Niger,Diffa,Bosso,13.700804,13.309,1.0,0,,"06/22/2021: Assailants opened fire on military personnel in Bosso, Diffa, Niger, but were repelled by security forces. Three assailants were killed in the ensuing clash. The Al-Barnawi faction of Boko Haram claimed responsibility for the incident.",1,1,0,1,Insurgency/Guerilla Action,0.0,0,0,Armed Assault,,,Military,"Military Personnel (soldiers, troops, officers, forces)",Niger Armed Forces,Soldiers,Niger,,,,,,,,,,,Boko Haram,Al-Barnawi faction (Islamic State West Africa Province-ISWAP),,,,,,0,-99.0,0.0,1.0,"Posted to website, blog, etc.",,,,,,Firearms,Automatic or Semi-Automatic Rifle,,,,,,,A machine gun and three Kalashnikov assault rifles were used in the attack.,3.0,0.0,3.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"""Two killed in Niger as troops foil jihadist attack,"" WADR.org, June 24, 2021.","""Terrorism Digest: 23-24 Jun 21,"" BBC Monitoring, June 24, 2021.","""IS claims attack on army in Niger,"" Telegram messaging service, June 24, 2021.",1,1,0,
202106250006,2021,6,25,,0,,Mali,Mopti,Boni,15.079224,-2.219351,1.0,0,,"06/25/2021: Assailants attacked an army post in Boni, Mopti, Mali. This was one of two similar attacks in Boni on this date. Seven soldiers were killed in the attack. No group claimed responsibility; however, sources attributed the attack to Jamaat Nusrat al-Islam wal Muslimin (JNIM).",1,1,0,1,Insurgency/Guerilla Action,1.0,1,0,Armed Assault,Facility/Infrastructure Attack,,Military,Military Barracks/Base/Headquarters/Checkpost,Malian Army,Post,Mali,,,,,,,,,,,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,,0,-99.0,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,Incendiary,Arson/Fire,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,Casualties represent a division of the total number of the casualties across incidents 202106250006 and 202106250007,"""UPDATE 4-Thirteen Peacekeepers Wounded, Six Soldiers Killed in Mali Militant Attacks,"" Haaretz, June 25, 2021.","""Terrorism Digest: 28-29 Jun 21,"" BBC Monitoring, June 29, 2021.","""Six soldiers killed and 15 blue helmets wounded in mali attacks,"" CE Noticias Financieras English, June 25, 2021.",0,0,0,"202106250006, 202106250007"
202106250007,2021,6,25,,0,,Mali,Mopti,Boni,15.079224,-2.219351,1.0,0,,"06/25/2021: Assailants attacked an army post in Boni, Mopti, Mali. This was one of two similar attacks in Boni on this date. Seven soldiers were killed in the attack. No group claimed responsibility; however, sources attributed the attack to Jamaat Nusrat al-Islam wal Muslimin (JNIM).",1,1,0,1,Insurgency/Guerilla Action,1.0,1,0,Armed Assault,Facility/Infrastructure Attack,,Military,Military Barracks/Base/Headquarters/Checkpost,Malian Army,Post,Mali,,,,,,,,,,,Jamaat Nusrat al-Islam wal Muslimin (JNIM),,,,,,,0,-99.0,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,Incendiary,Arson/Fire,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,Casualties represent a division of the total number of the casualties across incidents 202106250006 and 202106250007,"""UPDATE 4-Thirteen Peacekeepers Wounded, Six Soldiers Killed in Mali Militant Attacks,"" Haaretz, June 25, 2021.","""Terrorism Digest: 28-29 Jun 21,"" BBC Monitoring, June 29, 2021.",,0,0,0,"202106250006, 202106250007"
202106270015,2021,6,27,,0,,Mali,Mopti,Douentza,15.007049,-2.954305,1.0,0,,"06/27/2021: Assailants attacked civilians in a public transport vehicle in Douentza, Mopti, Mali. Six civilians were killed and 13 others were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim extremists.",1,1,1,0,,0.0,1,0,Armed Assault,,,Transportation,Bus (excluding tourists),Unknown,Public Transportation,Mali,,,,,,,,,,,Muslim extremists,,,,,,,0,-99.0,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,,,,,,,,6.0,0.0,0.0,13.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,"""Six People Killed, 13 Injured as Result of Terrorist Attack in Central Mali - Reports,"" UrduPoint.com, June 28, 2021.","""Six villagers killed in central Mali attack,"" UrduPoint.com, June 28, 2021.","""Terrorism Digest: 28-29 Jun 21,"" BBC Monitoring, June 29, 2021.",-9,-9,0,
