eventid,year,month,day,approxdate,extended,resolution,country,province,city,latitude,longitude,specificity,near_city,location,summary,crit1,crit2,crit3,doubted,alternative,multiple_attacks,success,suicide,attacktype1,attacktype2,attacktype3,targtype1,targsubtype1,corp1,target1,natlty1,targtype2,targsubtype2,corp2,target2,natlty2,targtype3,targsubtype3,corp3,target3,natlty3,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,lone_wolf,nperps,nperpcap,claimed,claimmode,claim2,claimmode2,claim3,claimmode3,compclaim,weaptype1,weapsubtype1,weaptype2,weapsubtype2,weaptype3,weapsubtype3,weaptype4,weapsubtype4,weapdetail,nkill,nkillus,nkillperp,nwound,nwoundus,nwoundperp,property,propextent,propextent,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,vehiclehij,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,nreleased,addnotes,scite1,scite2,scite3,intlog,intideo,intmisc,related
201610060009,2016,10,6,,0,,Mali,Timbuktu,Ber,16.835608,-2.524205,1.0,0,,"10/06/2016: Assailants fired mortars at a United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) camp in Ber, Timbuktu, Mali. There were no reported casualties. No group claimed responsibility for the attack.",1,1,1,0,,0.0,1,0,Bombing/Explosion,,,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA),Camp,International,,,,,,,,,,,Unknown,,,,,,,0,-99.0,0.0,0.0,,,,,,,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,Mortars were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,"""Malian Military Convoy Hit Explosive Device; 3 Killed, 5 Wounded,"" Radio Nata, October 6, 2016.","""Africa Command OSINT Daily 6 October 2016,"" Summary, October 7, 2016.",,-9,-9,1,
201610060010,2016,10,6,,0,,Niger,Tahoua,Tassalit,18.048329,4.447921,2.0,0,,"10/06/2016: Assailants attacked a Malian refugee camp in Tassalit, Tahoua, Niger. At least 26 soldiers were killed and one person was injured during the raid. No group claimed responsibility for the incident; however, sources separately attributed the attack to Boko Haram and Al-Qaida in the Islamic Maghreb (AQIM).",1,1,1,0,,0.0,1,0,Armed Assault,,,Military,"Military Personnel (soldiers, troops, officers, forces)",Niger Armed Forces,Security Forces,Niger,Private Citizens & Property,Refugee (including Camps/IDP/Asylum Seekers),Unknown,Camp,Niger,,,,,,Boko Haram,,Al-Qaida in the Islamic Maghreb (AQIM),,,,,0,-99.0,0.0,0.0,,0.0,,,,,Firearms,Unknown Gun Type,,,,,,,,26.0,0.0,0.0,1.0,0.0,0.0,1,4.0,Unknown,-99.0,"Two military vehicles, a civilian vehicle, and an ambulance were damaged in this attack.",0.0,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Refugee Camp Attack Kills 22 Soldiers in Niger,"" Latin American Herald Tribune, October 8, 2016.","""Attack on Refugee Camp in Niger Leaves 22 Soldiers Dead,"" Bloomberg, October 8, 2016.","""Niger: Attack on refugee camp kills at least 22 soldiers,"" International Business Times UK, October 7, 2016.",1,1,0,
201610080025,2016,10,8,,0,,Mali,Kidal,Kidal,18.442702,1.411332,1.0,0,,"10/08/2016: An explosive device detonated targeting the vehicle of Cheikh Ag Aoussa, a High Council for the Unity of Azawad (HCUA) leader, in Kidal, Mali. Aoussa was killed in the blast. No group claimed responsibility for the incident.",1,1,1,0,,0.0,1,0,Assassination,,,Private Citizens & Property,Political Party Member/Rally,High Council for the Unity of Azawad (HCUA),Leader: Cheick Ag Aoussa,Mali,,,,,,,,,,,Unknown,,,,,,,0,-99.0,0.0,0.0,,,,,,,Explosives,Sticky Bomb,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"""Former Mali Rebel Leader Killed In Mine Explosion: Ex Rebels,"" AFP (World Service), October 8, 2016.","""UPDATE 1-Explosion kills Tuareg leader outside north Mali U.N. camp,"" Reuters Africa, October 9, 2016.","""Leader for former Tuareg separatist group killed in Mali,"" San Francisco Chronicle, October 8, 2016.",-9,-9,0,
201610090039,2016,10,9,,0,,Mali,Kidal,Abeibara,19.107615,1.748384,1.0,0,,"10/09/2016: An explosive device detonated targeting French military personnel in Abeibara, Kidal, Mali. Six soldiers were injured in the blast. No group claimed responsibility for the incident.",1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Bombing/Explosion,,,Military,"Military Personnel (soldiers, troops, officers, forces)",French Armed Forces,Personnel,France,,,,,,,,,,,Unknown,,,,,,,0,-99.0,0.0,0.0,,,,,,,Explosives,Unknown Explosive Type,,,,,,,,0.0,0.0,0.0,6.0,0.0,0.0,1,4.0,Unknown,-99.0,Two military vehicles were damaged in this attack.,0.0,,,,,,,,,,,,,,,,"""Iraq - France - French soldier fighting for life after IS drone attack in Iraq,"" RFI (English), October 13, 2016.","""Six French soldiers injured in northern Mali blast,"" Maliactu, October 10, 2016.",,-9,-9,1,
201610100040,2016,10,10,,0,,Mali,Timbuktu,Timbuktu,16.757752,-2.999362,1.0,0,,"10/10/2016: A suicide bomber attacked a Swedish United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) patrol in Timbuktu, Mali. The assailant was the only reported casualty. No group claimed responsibility for the incident.",1,1,1,0,,0.0,1,1,Bombing/Explosion,,,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA),Swedish Patrol,International,,,,,,,,,,,Unknown,,,,,,,0,1.0,0.0,0.0,,,,,,,Explosives,Suicide (carried bodily by human being),,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"""Mali Suicide Bomber Dies In Failed Attack On Swedish Peacekeepers,"" AFP (World Service), October 11, 2016.","""Failed suicide attack on Swedish troops in Mali,"" The Local Sweden, October 11, 2016.","""Suicide bomber attacks UN patrol near Timbuktu, no deaths,"" San Francisco Chronicle, October 11, 2016.",-9,-9,1,
201610110052,2016,10,11,,0,,Mali,Unknown,Unknown,,,5.0,0,in central Mali.,10/11/2016: Assailants attacked a military base in central Mali. Twelve soldiers were killed and 27 others were injured in the attack. No group claimed responsibility for the incident.,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Armed Assault,,,Military,Military Barracks/Base/Headquarters/Checkpost,Malian Army,Base,Mali,,,,,,,,,,,Unknown,,,,,,,0,-99.0,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,,,,,,,,12.0,0.0,0.0,27.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"""ECOWAS Condemns Terror Attacks in Niger, Mali, Burkina Faso,"" This Day Online, October 20, 2016.","""0October 21, 2016ECOWAS Wades Into Armed Attacks Perpetrated In Niger, Mali And Burkina Faso,"" NTA.ng, October 21, 2016.",,-9,-9,0,
201610120017,2016,10,12,,0,,Burkina Faso,Sahel,Intangom,14.95008,-0.36206,2.0,0,,"10/12/2016: Assailants attacked an army post in Intangom, Sahel, Burkina Faso. Three soldiers and two assailants were killed and one soldier was injured in the attack. Islamic State in the Greater Sahara (ISGS) claimed responsibility for the incident.",1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Armed Assault,,,Military,Military Barracks/Base/Headquarters/Checkpost,Army of Burkina Faso,Post,Burkina Faso,,,,,,,,,,,Islamic State in the Greater Sahara (ISGS),,,,,,,0,-99.0,0.0,1.0,Unknown,,,,,,Firearms,Unknown Gun Type,,,,,,,,5.0,0.0,2.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Three Burkinabe Troops Killed In Attack Near Mali Border,"" AFP (World Service), October 12, 2016.","""3 soldiers killed in attack on Burkina Faso army camp,"" Xinhua General News Service, October 12, 2016.","""Three soldiers dead in northern Burkina Faso - government,"" Reuters Africa, October 12, 2016.",1,1,0,
201610130031,2016,10,13,,0,,Mali,Segou,N'Goma Coura,13.43166,-6.248215,2.0,0,The incident occurre in Segou district.,"10/13/2016: Multiple explosive devices detonated near a Malian Army vehicle in N'Goma Coura, Segou, Mali. Following the blast, assailants then opened fire on the vehicle. At least four soldiers were killed and seven others were wounded in the attack. Ansar al-Dine (Mali) claimed responsibility for the incident.",1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Bombing/Explosion,Armed Assault,,Military,Military Transportation/Vehicle (excluding convoys),Malian Army,Vehicle,Mali,,,,,,,,,,,Ansar al-Dine (Mali),,,,,,,0,-99.0,0.0,1.0,"Posted to website, blog, etc.",,,,,,Explosives,Landmine,Firearms,Unknown Gun Type,,,,,Three landmines and firearms were used in the attack.,4.0,0.0,0.0,7.0,0.0,0.0,1,4.0,Unknown,-99.0,Two military vehicles were damaged in this attack.,0.0,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""Four Malian Soldiers Killed In Mine Explosions: Sources,"" AFP (World Service), October 13, 2016.","""Four Malian soldiers killed in mine explosions: sources,"" Qatar Tribune, October 15, 2016.","""4 killed as convoy ambushed in central Mali, army says,"" News24, October 14, 2016.",0,0,0,
201610140016,2016,10,14,,1,,Niger,Tahoua,Abalak,15.464294,6.2854,1.0,0,,"10/14/2016: Assailants attacked the residence of Jeffery Woodke, an American aid worker, in Abalak, Tahoua, Niger. Two people, including a national guard member, were killed and Woodke was abducted during the attack. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to the Movement for Oneness and Jihad in West Africa (MUJAO).",1,1,1,0,,0.0,1,0,Hostage Taking (Kidnapping),,,Religious Figures/Institutions,Religious Figure,Jeunesse En Mission Entraide et Développement (JEMED),Missionary: Jeffery Woodke,United States,,,,,,,,,,,Movement for Oneness and Jihad in West Africa (MUJAO),,,,,,"The specific motive is unknown; however, sources noted that a ransom and the release of three prisoners detained in Niger was demanded in exchange for Jeffery Woodke.",0,2.0,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,,,,,,,,2.0,,0.0,,,0.0,0,,,,,1.0,1.0,1.0,,-99.0,Mali,,-9.0,,,,,All ransom demands so far have been deemed fake.,Unknown,-99.0,,"""U.S. Aid Worker Kidnapped in Niger, Taken Towards Mali,"" New York Times, October 15, 2016.","""Niger Hunts Kidnapped US Aid Worker,"" AFP (World Service), October 15, 2016.","""Singapore: Niger town fears for abducted US aid worker 'Jeff',"" Channel NewsAsia Online, October 23, 2016.",0,1,1,
201610170017,2016,10,17,,0,,Niger,Tillaberi,Koutoukale,13.693611,1.743333,1.0,0,,"10/17/2016: Assailants and suicide bombers attacked a prison in Koutoukale, Tillaberi, Niger. One assailant was killed and two guards were injured in the ensuing clash. The Islamic State in the Greater Sahara (ISGS) claimed responsibility for the incident; however, sources also attributed the attack to the Movement for Oneness and Jihad in West Africa (MUJAO).",1,1,1,0,,0.0,1,1,Bombing/Explosion,Armed Assault,,Police,Prison/Jail,Administration Penitentiaire et des Graces,Koutoukale Detention Center,Niger,,,,,,,,,,,Islamic State in the Greater Sahara (ISGS),,Movement for Oneness and Jihad in West Africa (MUJAO),,,,"The specific motive is unknown; however, sources suspected that the assailants may have intended to free detainees held at the targeted prison.",0,-99.0,0.0,1.0,E-mail,0.0,,,,,Explosives,Suicide (carried bodily by human being),Firearms,Unknown Gun Type,,,,,Two explosives-laden belts and firearms were used in the attack.,1.0,0.0,1.0,2.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"""Niger Troops Repel Attack On Prison Holding 'Terrorists',"" AFP (World Service), October 17, 2016.","""Soldiers in Niger Thwart Jihadist Attack against Prison, Kill 1 Assailant,"" Latin American Herald Tribune, October 18, 2016.","""Gunmen raid Niger high-security prison holding Boko Haram and al-Qaeda Aqim miltiants,"" International Business Times UK, October 17, 2016.",0,1,0,
201610190079,2016,10,19,,0,,Mali,Timbuktu,Dimamou,15.453888,-1.535355,2.0,0,,"10/19/2016: Assailants attacked a health center vehicle in Dimamou, Timbuktu, Mali. A nurse was killed in the assault. No group claimed responsibility for the incident.",1,1,1,0,,0.0,1,0,Armed Assault,,,Business,Medical/Pharmaceutical,Unknown,Health Center Vehicle,Mali,,,,,,,,,,,Unknown,,,,,,,0,-99.0,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"""Hosted Product: AQIM Newsletter 24 October 2016,"" Al Qa'ida in the Islamic Maghreb Newsletter, October 24, 2016.",,,-9,-9,0,
201610240030,2016,10,24,,0,,Mali,Koulikoro,Sanankoroba,12.398611,-7.937778,1.0,0,,"10/24/2016: Assailants opened fire on a toll station in Sanankoroba, Koulikoro, Mali. Three people were killed and four people were injured in the attack. No group claimed responsibility for the incident; however, sources suspected that Muslim extremists may have carried out the attack.",0,1,1,1,Other Crime Type,0.0,1,0,Armed Assault,,,Transportation,Highway/Road/Toll/Traffic Signal,Unknown,Toll Station,Mali,,,,,,,,,,,Muslim extremists,,,,,,"The specific motive is unknown; however, sources stated that the assailants were ""looking for whites.""",0,-99.0,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,,,,,,,,3.0,0.0,0.0,4.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. Authorities were uncertain if the assailants were militants or members of a criminal gang.,"""Armed assault on tollgate near Malian capital underscores risks of terrorist attack in Bamako and cargo disruption,"" IHS Global Insight, October 28, 2016.",,,-9,-9,0,
201610290086,2016,10,29,,0,,Niger,Agadez,Agadez,16.971775,7.991763,1.0,1,near Agadez.,"10/29/2016: Assailants opened fire on the vehicle of Amoumane Kalakouwa, a former Niger Movement for Justice (MNJ) member, near Agadez, Niger. Four people, including Kalakouwa, were injured in the attack. No group claimed responsibility for the incident.",1,1,1,0,,0.0,0,0,Assassination,,,Private Citizens & Property,Laborer (General)/Occupation Identified,Not Applicable,Former Niger Movement for Justice Leader: Amoumane Kalakouwa,Niger,,,,,,,,,,,Unknown,,,,,,,0,-99.0,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,,,,,,,,0.0,0.0,0.0,4.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"""Hosted Product: AQIM Newsletter 2 November 2016,"" Al Qa'ida in the Islamic Maghreb Newsletter, November 2, 2016.",,,-9,-9,0,
201611040022,2016,11,4,,0,,Mali,Kidal,Unknown,18.452071,1.409654,4.0,0,in the northeast of Kidal.,"11/04/2016: An explosive device detonated near a French Armed Forces convoy in Kidal region, Mali. At least one soldier was killed and another was injured in the blast. Ansar al-Dine (Mali) claimed responsibility for the attack.",1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Bombing/Explosion,,,Military,Military Unit/Patrol/Convoy,French Armed Forces,Convoy,France,,,,,,,,,,,Ansar al-Dine (Mali),,,,,,,0,-99.0,0.0,1.0,"Posted to website, blog, etc.",,,,,,Explosives,Landmine,,,,,,,A roadside landmine was used in the attack.,1.0,0.0,0.0,4.0,0.0,0.0,1,4.0,Unknown,-99.0,A military convoy was damaged in this attack.,0.0,,,,,,,,,,,,,,,"The victims included Fabien Jacq. Casualty numbers conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""1ST LEAD,"" Deutsche Presse-Agentur, November 5, 2016.","""French Soldier Dies in an Extremist Attack in Northern Mali,"" New York Times, November 5, 2016.","""French soldier killed in Mali blast,"" The Express Tribune, November 6, 2016.",0,1,1,
201611060019,2016,11,6,,0,,Mali,Mopti,Ngouma,15.637211,-3.369899,1.0,0,,"11/06/2016: An explosive device detonated and assailants opened fire targeting a United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) convoy in Ngouma, Mopti, Mali. One Togolese peacekeeper and two Malian civilians were killed and seven peacekeepers were injured in the attack. Ansar al-Dine (Mali) claimed responsibility for the incident.",1,1,1,0,,0.0,1,0,Bombing/Explosion,Armed Assault,,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA),Togolese Convoy,International,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Mali,,,,,,Ansar al-Dine (Mali),,,,,,,0,-99.0,0.0,1.0,E-mail,,,,,,Explosives,Landmine,Firearms,Unknown Gun Type,,,,,A roadside landmine and firearms were used in the attack.,3.0,0.0,0.0,7.0,0.0,0.0,1,4.0,Unknown,-99.0,A military convoy was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"""Malian Resident Reaffirm Confidence in Armed Forces Amid Chronic Insecurity, Terror Attacks,"" Radio Nata, November 8, 2016.","""UN peacekeeper killed, 7 wounded in north Mali convoy attack,"" San Francisco Chronicle, November 6, 2016.","""UN peacekeeper, two civilians dead in central Mali attack,"" Agence France-Presse Top News (English), t, November 6, 2016.",0,1,1,
201611060020,2016,11,6,,0,,Mali,Timbuktu,Gourma Rhaous,16.878179,-1.921038,1.0,0,,"11/06/2016: Assailants attacked a military camp in Gourma Rhaous, Timbuktu, Mali. No casualties were reported in the attack. Ansar al-Dine (Mali) claimed responsibility for the incident.",1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Unknown,,,Military,Military Barracks/Base/Headquarters/Checkpost,Malian Army,Camp,Mali,,,,,,,,,,,Ansar al-Dine (Mali),,,,,,,0,-99.0,0.0,1.0,"Posted to website, blog, etc.",,,,,,Unknown,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,Four military vehicles and an ambulance were seized in this attack.,0.0,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""UN peacekeeper killed, 7 wounded in north Mali convoy attack,"" San Francisco Chronicle, November 6, 2016.","""UN Peacekeeper, Two Civilians Killed in Mali Attack,"" Federation of Arab News Agencies, November 7, 2016.","""UN peacekeeper dead, 2 civilians injured in Mali attack,"" AfricaNewsDesk.com, November 6, 2016.",0,0,0,
201611070019,2016,11,7,,0,,Mali,Koulikoro,Banamba,13.549311,-7.44555,1.0,0,,"11/07/2016: Assailants attacked the Mali Development Bank in Banamba, Koulikoro, Mali. No casualties were reported in the attack. This was one of four related attacks in the area on this date. Ansar al-Dine (Mali) claimed responsibility for the incident; however, sources also attributed the attack to the Macina Liberation Front (FLM).",1,1,1,0,,1.0,1,0,Facility/Infrastructure Attack,,,Business,Bank/Commerce,Mali Development Bank,Bank,Mali,,,,,,,,,,,Ansar al-Dine (Mali),,Macina Liberation Front (FLM),,,,,0,-99.0,0.0,1.0,"Posted to website, blog, etc.",0.0,,,,,Firearms,Unknown Gun Type,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,Money was looted from a bank in this attack.,0.0,,,,,,,,,,,,,,,This incident is part of a set of coordinated attacks in which both military and non-military entities were targeted.,"""Ansar Dine claims attack on southern Mali town,"" Reuters Africa, November 8, 2016.","""UPDATE 2-Gunmen free 21 prisoners in raid on southern Mali town,"" Reuters Africa, November 7, 2016.","""Islamic extremists attack near Mali capital, no dead; Islamic extremists attack near Mali capital, no dead,"" The Canadian Press, November 7, 2016.",0,0,0,"201611070019, 201611070020, 201611070021, 201611070022"
201611070020,2016,11,7,,1,,Mali,Koulikoro,Banamba,13.549311,-7.44555,1.0,0,,"11/07/2016: Assailants attacked a prison in Banamba, Koulikoro, Mali. No casualties were reported in the attack; however, a prison guard was reported missing. This was one of four related attacks in the area on this date. Ansar al-Dine (Mali) claimed responsibility for the incident; however, sources also attributed the attack to the Macina Liberation Front (FLM).",1,1,1,0,,1.0,1,0,Armed Assault,,,Police,Prison/Jail,National Directorate of Penitentiary Administration and Supervised Education (DNAPES),Banamba Prison,Mali,,,,,,,,,,,Ansar al-Dine (Mali),,Macina Liberation Front (FLM),,,,"The specific motive is unknown; however, sources posited that Ansar al-Dine (Mali) targeted the prison in order to free detainees.",0,6.0,0.0,1.0,"Posted to website, blog, etc.",0.0,,,,,Firearms,Unknown Gun Type,,,,,,,,,0.0,0.0,,0.0,0.0,0,,,,,-9.0,,,,,,,,,,,,,,,This incident is part of a set of coordinated attacks in which both military and non-military entities were targeted.,"""Ansar Dine claims attack on southern Mali town,"" Reuters Africa, November 8, 2016.","""UPDATE 2-Gunmen free 21 prisoners in raid on southern Mali town,"" Reuters Africa, November 7, 2016.","""Islamic extremists attack near Mali capital, no dead; Islamic extremists attack near Mali capital, no dead,"" The Canadian Press, November 7, 2016.",0,0,0,"201611070019, 201611070020, 201611070021, 201611070022"
201611070021,2016,11,7,,1,,Mali,Koulikoro,Banamba,13.549311,-7.44555,1.0,0,,"11/07/2016: Assailants attacked a Gendarmerie camp in Banamba, Koulikoro, Mali. No casualties were reported in the attack; however, a soldier was reported missing. This was one of four related attacks in the area on this date. Ansar al-Dine (Mali) claimed responsibility for the incident; however, sources also attributed the attack to the Macina Liberation Front (FLM).",1,1,0,1,Insurgency/Guerilla Action,1.0,1,0,Facility/Infrastructure Attack,,,Military,Military Barracks/Base/Headquarters/Checkpost,Mali Gendarmerie,Camp,Mali,,,,,,,,,,,Ansar al-Dine (Mali),,Macina Liberation Front (FLM),,,,,0,-99.0,0.0,1.0,"Posted to website, blog, etc.",0.0,,,,,Firearms,Unknown Gun Type,,,,,,,,,0.0,0.0,,0.0,0.0,1,4.0,Unknown,-99.0,Military vehicles were stolen in this attack.,-9.0,,,,,,,,,,,,,,,This incident is part of a set of coordinated attacks in which both military and non-military entities were targeted.,"""Ansar Dine claims attack on southern Mali town,"" Reuters Africa, November 8, 2016.","""UPDATE 2-Gunmen free 21 prisoners in raid on southern Mali town,"" Reuters Africa, November 7, 2016.","""Islamic extremists attack near Mali capital, no dead; Islamic extremists attack near Mali capital, no dead,"" The Canadian Press, November 7, 2016.",0,0,0,"201611070019, 201611070020, 201611070021, 201611070022"
201611070022,2016,11,7,,0,,Mali,Koulikoro,Banamba,13.549311,-7.44555,1.0,0,,"11/07/2016: Assailants attacked a National Guard camp in Banamba, Koulikoro, Mali. No casualties were reported in the attack. This was one of four related attacks in the area on this date. Ansar al-Dine (Mali) claimed responsibility for the incident; however, sources also attributed the attack to the Macina Liberation Front (FLM).",1,1,0,1,Insurgency/Guerilla Action,1.0,1,0,Facility/Infrastructure Attack,,,Military,Military Barracks/Base/Headquarters/Checkpost,National Guard,Camp,Mali,,,,,,,,,,,Ansar al-Dine (Mali),,Macina Liberation Front (FLM),,,,,0,-99.0,0.0,1.0,"Posted to website, blog, etc.",0.0,,,,,Firearms,Unknown Gun Type,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,Unspecified property at a National guard camp was damaged in this attack.,0.0,,,,,,,,,,,,,,,This incident is part of a set of coordinated attacks in which both military and non-military entities were targeted.,"""Ansar Dine claims attack on southern Mali town,"" Reuters Africa, November 8, 2016.","""Islamic extremists attack near Mali capital, no dead; Islamic extremists attack near Mali capital, no dead,"" The Canadian Press, November 7, 2016.","""Africa Command OSINT Daily 8 November 2016,"" Summary, November 9, 2016.",0,0,0,"201611070019, 201611070020, 201611070021, 201611070022"
201611080028,2016,11,8,,1,,Niger,Tillaberi,Bani Bangou,15.0408,2.705,1.0,0,,"11/08/2016: Assailants attacked Bani Bangou town in Tillaberi, Niger. At least seven people, including five soldiers and two assailants, were killed and three soldiers were injured in the ensuing clash. Additionally, four soldiers were abducted. One of the hostages was released on February 8, 2017 while the fate of the other three soldiers is unknown. No group claimed responsibility; however, sources attributed the incident to the Islamic State in the Greater Sahara (ISGS) and the Movement for Oneness and Jihad in West Africa (MUJAO).",1,1,1,0,,0.0,1,0,Hostage Taking (Kidnapping),Armed Assault,,Private Citizens & Property,Village/City/Town/Suburb,Banibangou Town,Town,Niger,,,,,,,,,,,Islamic State in the Greater Sahara (ISGS),,Movement for Oneness and Jihad in West Africa (MUJAO),,,,,0,-99.0,0.0,0.0,,0.0,,,,,Firearms,Unknown Gun Type,,,,,,,,7.0,0.0,2.0,3.0,0.0,0.0,0,,,,,1.0,4.0,0.0,,-99.0,,,0.0,,,,,,Combination,1.0,"Casualty numbers conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""10 soldiers killed in western Niger attack,"" Anadolu Ajansi, February 23, 2017.","""Five soldiers killed in Niger attack,"" Agence France-Presse Top News (English), t, November 8, 2016.","""Gunmen kill 5 soldiers in attack on western Niger town,"" Washington Post, November 8, 2016.",0,1,0,
201611190017,2016,11,19,,1,,Mali,Mopti,Koro,14.064039,-3.079043,1.0,0,,"11/19/2016: Assailants abducted Saibou Barry, a PRVM-FASAKO candidate, in Koro, Mopti, Mali. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to Ansar al-Dine (Mali).",1,1,1,0,,0.0,1,0,Hostage Taking (Kidnapping),Facility/Infrastructure Attack,,Private Citizens & Property,Political Party Member/Rally,PRVM-FASAKO,Candidate: Saibou Barry,Mali,,,,,,,,,,,Ansar al-Dine (Mali),,,,,,"The specific motive is unknown; however, sources noted that Saibou Barry was a PRVM-FASAKO candidate in Mali's local elections, which was scheduled for November 20, 2016.",0,-99.0,0.0,0.0,,,,,,,Incendiary,Arson/Fire,Unknown,,,,,,,,0.0,0.0,,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,1.0,1.0,0.0,,-99.0,,,0.0,,,,,,Unknown,-99.0,,"""Deadly violence during Mali's first polls since 2013 highlights implementation of peace accord unlikely in six-month outlook,"" IHS Global Insight, November 22, 2016.","""UPDATE 1-Mali's local elections marred by boycotts, kidnapping,"" Reuters Africa, November 20, 2016.","""Low voter turnout marks local elections in troubled Mali,"" AfricaNews, November 20, 2016.",0,0,0,
201611200017,2016,11,20,,0,,Mali,Mopti,Douentza district,15.0,-2.95,3.0,0,between Douentza and Bambara Maoude.,"11/20/2016: Assailants opened fire on an army convoy transporting ballot boxes between Bambara Maoude and Douentza, Mopti, Mali. At least five soldiers were killed and an unknown number of soldiers were injured in the assault. This was one of two related attacks targeting electoral convoys on this date. No group claimed responsibility for the incidents; however, sources attributed the attacks to Ansar al-Dine (Mali).",1,1,1,0,,1.0,1,0,Armed Assault,,,Government (General),Election-related,Independent National Electoral Commission (CENI),Convoy of Ballot Boxes,Mali,Military,Military Unit/Patrol/Convoy,Malian Armed Forces,Convoy,Mali,,,,,,Ansar al-Dine (Mali),,,,,,"The specific motive is unknown; however, sources noted that the victims were carrying ballots for Mali's local elections, which was scheduled for November 20, 2016.",0,-99.0,0.0,0.0,,,,,,,Firearms,Unknown Gun Type,,,,,,,,5.0,0.0,0.0,,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,"""Deadly violence during Mali's first polls since 2013 highlights implementation of peace accord unlikely in six-month outlook,"" IHS Global Insight, November 22, 2016.","""9 Malian soldiers killed in two attacks during local elections; MALI VIOLENCE,"" EFE Newswire - Americas in Focus, November 21, 2016.","""Terrorist Attack Malian Electoral Convoy, Kill 5 Soldiers,"" Radio Nata, November 21, 2016.",0,0,0,"201611200017, 201611200018"
